2025-05-26 03:10:57.481,-56,-50,-50
2025-05-26 03:10:57.949,-56,-50,-54
2025-05-26 03:10:58.415,-56,-50,-54
2025-05-26 03:10:58.884,-56,-50,-54
2025-05-26 03:10:59.353,-56,-66,-54
2025-05-26 03:10:59.822,-56,-66,-54
2025-05-26 03:11:00.288,-56,-65,-54
2025-05-26 03:11:00.754,-56,-65,-54
2025-05-26 03:11:01.220,-56,-69,-54
2025-05-26 03:11:01.680,-56,-69,-54
2025-05-26 03:11:02.149,-56,-69,-54
2025-05-26 03:11:02.628,-56,-69,-54
2025-05-26 03:11:03.095,-56,-69,-54
2025-05-26 03:11:03.557,-56,-69,-54
2025-05-26 03:11:04.019,-56,-69,-54
2025-05-26 03:11:04.485,-58,-67,-54
2025-05-26 03:11:04.955,-58,-67,-54
2025-05-26 03:11:05.421,-58,-67,-54
2025-05-26 03:11:05.897,-58,-67,-54
2025-05-26 03:11:06.363,-58,-67,-54
2025-05-26 03:11:06.833,-58,-67,-54
2025-05-26 03:11:07.299,-58,-67,-54
2025-05-26 03:11:07.766,-58,-65,-54
2025-05-26 03:11:08.230,-58,-65,-54
2025-05-26 03:11:08.695,-58,-66,-54
2025-05-26 03:11:09.161,-58,-66,-54
2025-05-26 03:11:09.628,-58,-61,-54
2025-05-26 03:11:10.092,-58,-62,-54
2025-05-26 03:11:10.559,-56,-62,-53
2025-05-26 03:11:11.023,-56,-62,-53
2025-05-26 03:11:11.484,-56,-62,-54
2025-05-26 03:11:11.952,-56,-62,-54
2025-05-26 03:11:12.412,-56,-62,-54
2025-05-26 03:11:12.879,-56,-62,-54
2025-05-26 03:11:13.345,-56,-62,-54
2025-05-26 03:11:13.812,-57,-62,-54
2025-05-26 03:11:14.278,-57,-62,-54
2025-05-26 03:11:14.745,-56,-61,-54
2025-05-26 03:11:15.210,-56,-62,-54
2025-05-26 03:11:15.678,-56,-62,-54
2025-05-26 03:11:16.145,-56,-62,-54
2025-05-26 03:11:16.609,-57,-62,-54
2025-05-26 03:11:17.075,-57,-62,-54
2025-05-26 03:11:17.539,-57,-62,-54
2025-05-26 03:11:18.003,-57,-62,-54
2025-05-26 03:11:18.474,-57,-62,-54
2025-05-26 03:11:18.946,-57,-62,-54
2025-05-26 03:11:19.413,-57,-62,-54
2025-05-26 03:11:19.881,-57,-62,-54
2025-05-26 03:11:20.348,-57,-62,-54
2025-05-26 03:11:20.813,-57,-62,-54
2025-05-26 03:11:21.280,-57,-62,-54
2025-05-26 03:11:21.742,-57,-62,-54
2025-05-26 03:11:22.208,-57,-62,-54
2025-05-26 03:11:22.673,-57,-62,-54
2025-05-26 03:11:23.139,-57,-62,-54
2025-05-26 03:11:23.619,-57,-61,-54
2025-05-26 03:11:24.085,-57,-62,-54
2025-05-26 03:11:24.552,-57,-61,-54
2025-05-26 03:11:25.020,-58,-61,-54
2025-05-26 03:11:25.486,-58,-61,-54
2025-05-26 03:11:25.966,-58,-61,-54
2025-05-26 03:11:26.441,-58,-62,-54
2025-05-26 03:11:26.906,-58,-62,-54
2025-05-26 03:11:27.372,-59,-62,-54
2025-05-26 03:11:27.887,-59,-62,-54
2025-05-26 03:11:28.357,-59,-66,-54
2025-05-26 03:11:28.822,-59,-66,-54
2025-05-26 03:11:29.286,-57,-66,-54
2025-05-26 03:11:29.753,-57,-66,-54
2025-05-26 03:11:30.220,-57,-66,-54
2025-05-26 03:11:30.685,-57,-66,-54
2025-05-26 03:11:31.151,-57,-66,-54
2025-05-26 03:11:31.613,-57,-66,-54
2025-05-26 03:11:32.076,-57,-66,-54
2025-05-26 03:11:32.543,-59,-66,-54
2025-05-26 03:11:33.007,-59,-66,-54
2025-05-26 03:11:33.474,-58,-66,-54
2025-05-26 03:11:33.941,-58,-67,-54
2025-05-26 03:11:34.405,-59,-67,-54
2025-05-26 03:11:34.870,-59,-67,-54
