2025-05-26 02:17:21.421,-50,-50,-50
2025-05-26 02:17:21.889,-50,-50,-62
2025-05-26 02:17:22.352,-50,-57,-62
2025-05-26 02:17:22.821,-74,-57,-60
2025-05-26 02:17:23.288,-74,-57,-60
2025-05-26 02:17:23.755,-74,-57,-59
2025-05-26 02:17:24.220,-74,-57,-59
2025-05-26 02:17:24.691,-74,-57,-57
2025-05-26 02:17:25.154,-74,-57,-57
2025-05-26 02:17:25.619,-74,-57,-60
2025-05-26 02:17:26.084,-75,-57,-59
2025-05-26 02:17:26.548,-75,-57,-59
2025-05-26 02:17:27.015,-76,-57,-59
2025-05-26 02:17:27.480,-76,-57,-61
2025-05-26 02:17:27.979,-76,-57,-58
2025-05-26 02:17:28.443,-76,-57,-58
2025-05-26 02:17:28.912,-76,-56,-58
2025-05-26 02:17:29.377,-76,-56,-58
2025-05-26 02:17:29.841,-82,-56,-59
2025-05-26 02:17:30.308,-82,-56,-59
2025-05-26 02:17:30.775,-82,-58,-59
2025-05-26 02:17:31.239,-82,-58,-60
2025-05-26 02:17:31.703,-82,-58,-60
2025-05-26 02:17:32.181,-82,-58,-60
2025-05-26 02:17:32.646,-82,-57,-60
2025-05-26 02:17:33.111,-82,-57,-61
2025-05-26 02:17:33.576,-82,-58,-61
2025-05-26 02:17:34.042,-82,-58,-59
2025-05-26 02:17:34.510,-68,-57,-59
2025-05-26 02:17:34.979,-68,-57,-58
2025-05-26 02:17:35.444,-67,-57,-58
2025-05-26 02:17:35.904,-67,-57,-58
2025-05-26 02:17:36.371,-70,-57,-60
2025-05-26 02:17:36.836,-70,-57,-60
2025-05-26 02:17:37.304,-68,-57,-59
2025-05-26 02:17:37.770,-68,-57,-59
2025-05-26 02:17:38.237,-68,-58,-59
2025-05-26 02:17:38.705,-68,-58,-59
2025-05-26 02:17:39.171,-68,-58,-59
2025-05-26 02:17:39.635,-68,-58,-59
2025-05-26 02:17:40.110,-73,-58,-59
2025-05-26 02:17:40.577,-73,-58,-59
2025-05-26 02:17:41.044,-73,-58,-59
2025-05-26 02:17:41.511,-70,-58,-59
2025-05-26 02:17:41.977,-70,-58,-59
2025-05-26 02:17:42.443,-67,-58,-60
2025-05-26 02:17:42.910,-67,-58,-60
2025-05-26 02:17:43.374,-67,-58,-60
2025-05-26 02:17:43.840,-67,-58,-60
2025-05-26 02:17:44.306,-67,-57,-60
2025-05-26 02:17:44.773,-67,-57,-60
2025-05-26 02:17:45.240,-67,-57,-60
2025-05-26 02:17:45.710,-72,-57,-60
2025-05-26 02:17:46.178,-72,-57,-60
2025-05-26 02:17:46.644,-70,-58,-60
2025-05-26 02:17:47.109,-70,-58,-60
2025-05-26 02:17:47.572,-70,-58,-59
2025-05-26 02:17:48.037,-70,-58,-59
2025-05-26 02:17:48.505,-71,-58,-59
2025-05-26 02:17:48.970,-70,-58,-59
2025-05-26 02:17:49.437,-70,-58,-60
2025-05-26 02:17:49.904,-71,-58,-59
2025-05-26 02:17:50.372,-71,-58,-59
2025-05-26 02:17:50.841,-71,-58,-59
2025-05-26 02:17:51.306,-71,-58,-59
2025-05-26 02:17:51.773,-71,-57,-59
2025-05-26 02:17:52.238,-71,-57,-59
2025-05-26 02:17:52.704,-70,-57,-58
2025-05-26 02:17:53.175,-70,-57,-58
2025-05-26 02:17:53.643,-70,-57,-58
2025-05-26 02:17:54.108,-70,-57,-58
2025-05-26 02:17:54.575,-74,-57,-58
2025-05-26 02:17:55.041,-74,-57,-58
2025-05-26 02:17:55.509,-71,-57,-58
2025-05-26 02:17:55.967,-67,-57,-58
2025-05-26 02:17:56.433,-67,-57,-58
2025-05-26 02:17:56.900,-67,-57,-58
2025-05-26 02:17:57.367,-67,-57,-58
2025-05-26 02:17:57.832,-69,-57,-63
2025-05-26 02:17:58.297,-69,-58,-63
2025-05-26 02:17:58.765,-69,-58,-63
2025-05-26 02:17:59.234,-69,-56,-63
2025-05-26 02:17:59.697,-69,-56,-60
